file_name,frame,led_1,led_2,led_3,led_4,led_5,led_6,led_7
Cap_Phase1_60_L.mp4,102,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,103,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,104,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,105,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,106,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,107,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,108,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,109,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,110,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,111,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,112,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,113,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,114,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,115,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,116,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,117,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,118,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,119,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,120,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,121,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,122,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,123,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,124,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,125,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,126,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,127,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,128,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,129,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,130,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,131,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,132,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,133,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,134,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,135,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,136,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,137,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,138,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,139,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,140,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,141,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,142,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,143,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,144,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,145,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,146,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,147,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,148,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,149,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,150,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,151,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,152,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,153,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,154,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,155,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,156,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,157,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,158,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,159,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,160,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,161,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,162,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,163,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,164,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,165,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,166,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,167,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,168,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,169,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,170,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,171,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,172,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,173,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,174,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,175,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,176,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,177,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,178,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,179,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,180,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,181,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,182,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,183,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,184,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,185,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,186,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,187,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,188,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,189,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,190,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,191,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,192,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,193,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,194,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,195,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,196,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,197,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,198,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,199,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,200,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,201,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,202,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,203,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,204,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,205,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,206,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,207,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,208,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,209,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,210,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,211,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,212,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,213,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,214,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,215,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,216,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,217,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,218,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,219,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,220,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,221,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,222,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,223,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,224,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,225,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,226,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,227,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,228,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,229,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,230,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,231,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,232,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,233,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,234,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,235,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,236,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,237,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,238,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,239,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,240,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,241,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,242,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,243,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,244,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,245,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,246,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,247,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,248,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,249,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,250,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,251,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,252,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,253,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,254,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,255,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,256,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,257,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,258,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,259,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,260,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,261,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,262,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,263,0,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,264,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,265,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,266,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,267,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,268,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,269,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,270,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,271,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,272,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,273,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,274,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,275,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,276,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,277,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,278,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,279,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,280,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,281,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,282,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,283,1,0,0,0,0,0,0
Cap_Phase1_60_L.mp4,284,1,0,0,0,0,0,0
